Information Under Heading,Block,,Jawhar,Vikramgad,Wada,Junnar,Mokhada,Palghar,Sangamner,Akole,Jhadol,Aaspur,Kusalgarh,Bagidora,Talwara-Banswara,Kishanganj,Baran,Antah,Pratapgarh,Begun,Mandalgarh,Mandal,Gogunda,Kumbhalgarh,Pati,Niwali,Barwani,Rajpur,Sendhwa,Zhirniya,Pandhana,Khalwa,Bichiya,Mandla,Ghughri,Tirla,Nalcha,Dhar,Sardarpur,Kukshi,Ranapur,Jhabua,Meghnagar,Thandla,Rama,Burhar,Kotma,Sohagpur,Gohparu,Badnawar,Petlawad,Chicholi,Betul,Athner,Shahpur,Ghoda Dongri,Kundra,Jeypore,Bariguma,Kotapad,Baipariguda,Nabarangpur,Papadahandi,Kosagumda,Bandhugaon,Dasmantpur,Koraput,Lamtaput,Laxmipur,Nandapur,Narayanpatna,Potangi,Semiliguda,Sunabeda NAC,Mawai,Bijadandi,Narayanganj,Niwas,Mohgaon,Beohari,Jaisinghnagar,Bhainsdehi,Bhimpur,Multai,Amla,Prabhat Pattan,Choti Sarvan,Ghatol,Pipalkhoont,Garhi,Surgana,Trimbak,Peint,Igatpuri,Dabugam,Nandahandi,Tentulikhunti,Jharigam,Umerkote,Boriguma
Beneficiary Details,# of Beneficiaries,Upper Primary (6th-8th)-%,0,0,0,0,0,49.4,0,0,43.05,45.71,49.74,41.7,41.16,45.28,35.05,42.7,41.99,40.1,43.25,44.5,43.23,50.59,40.97,43.27,44.07,43.59,49.74,45.38,52.14,45.31,50.42,48.72,52.67,51.56,41.66,44.27,52.69,39.63,48.99,43.57,49.55,45.25,44.85,48.88,56.67,45.98,48.31,59.08,48.77,38.37,42.77,46.17,47.15,45.43,46.02,49.58,43.32,51.02,51.23,48.38,56.96,56.58,47.58,61.75,68.45,66.04,99,72.58,31.43,75.19,49.65,49.81,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Secondry (9-10),0,0,0,0,0,"2,329",0,0,3821,4246,3302,1950,4743,3412,528,1721,4988,2170,3686,4550,2348,1671,1203,1915,3233,76,3422,1209,393,754,3460,4770,1870,995,3881,3419,4284,2866,409,2425,2173,1654,2094,4217,1278,4509,3495,691,2520,2500,6439,2556,3885,4681,1455,1608,270,1375,1415,1634,1364,2118,0,0,548,6,0,99,16,25,172,180,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Secondary (9-10)-%,0,0,0,0,0,22.18,0,0,20.04,23.48,26.63,25.78,30.24,25.58,34.09,27.98,28.67,21.88,19.64,22.33,19.77,20.86,11.16,16.41,22.98,24.36,21.52,8.77,19.08,25.82,21.63,25.51,17.31,15.08,24.42,29.32,20.4,30.17,27.41,17.84,21.81,16.77,24.39,20.41,12.6,21.53,29.73,17.13,15.21,28.94,29.07,22.51,25.15,28.28,21.71,29.42,24.52,31.6,18.95,26.95,16.42,19.93,0,0,20.36,1.02,0,27.42,2.54,9.54,23.86,33.46,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Senior Secondary (11-12),0,0,0,0,0,292,0,0,1564,1488,658,1200,2245,1324,283,1135,1619,632,1553,2010,775,458,459,820,1850,40,741,135,181,378,1770,2299,654,194,2127,1434,1610,1856,38,1254,675,821,739,1540,451,1753,699,201,779,1812,3360,1455,1505,2086,799,13,158,0,380,210,305,257,0,0,1,0,0,0,1,0,161,67,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Senior Secondary (11-12)-%,0,0,0,0,0,2.78,0,0,8.2,8.23,5.31,15.87,14.31,9.93,18.27,18.46,9.3,6.37,8.27,9.86,6.53,5.72,4.26,7.03,13.15,12.82,4.66,0.98,8.79,12.95,11.06,12.29,6.06,2.94,13.38,12.3,7.67,19.54,2.55,9.22,6.78,8.32,8.61,7.45,4.45,8.37,5.95,4.98,4.7,20.98,15.17,12.81,9.74,12.6,11.92,0.24,14.35,0,5.09,3.46,3.67,2.42,0,0,0.04,0,0,0,0.16,0,22.33,12.45,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Others,0,0,0,0,0,0,0,0,5,0,0,0,1,4,0,0,0,273,159,232,1,31,1,71,1,0,2,149,15,3,22,0,17,10,19,0,3,1,0,11,12,95,3,0,0,0,0,2,2,102,11,8,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Others-%,0,0,0,0,0,0,0,0,0.03,0,0,0,0.01,0.03,0,0,0,2.75,0.85,1.14,0.01,0.39,0.01,0.61,0.01,0,0.01,1.08,0.73,0.1,0.14,0,0.16,0.15,0.12,0,0.01,0.01,0,0.08,0.12,0.96,0.03,0,0,0,0,0.05,0.01,1.18,0.05,0.07,0.02,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,No Response,0,0,0,0,0,0,0,0,193,2,0,370,0,0,0,3,23,0,99,8,1,2,0,2,18,0,0,44,1,0,3,0,1,5,31,22,35,0,0,24,7,56,1,0,0,0,0,0,16,0,0,1,4,0,39,21,13,0,71,0,0,8,142,64,4,153,0,0,335,8,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,No Response-%,0,0,0,0,0,0,0,0,1.01,0.01,0,4.89,0,0,0,0.05,0.13,0,0.53,0.04,0.01,0.02,0,0.02,0.13,0,0,0.32,0.05,0,0.02,0,0.01,0.08,0.2,0.19,0.17,0,0,0.18,0.07,0.57,0.01,0,0,0,0,0,0.1,0,0,0.01,0.03,0,0.58,0.38,1.18,0,0.95,0,0,0.08,36.13,34.97,0.15,26.11,0,0,53.17,3.05,0.28,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,General,0,0,0,0,0,0,0,0,3423,484,406,23,165,2697,407,1251,925,982,2198,921,0,3258,8,39,483,0,273,338,214,129,123,,44,155,989,1533,29,77,4,305,36,44,30,1448,748,1705,2318,,748,33,775,86,661,1543,676,1182,294,609,672,644,411,251,1,27,87,6,0,5,12,0,73,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,%,0,0,0,0,0,0,0,0,17.95,2.68,3.27,0.3,1.05,20.22,26.28,20.34,5.32,9.9,11.71,4.52,0,40.68,0.07,0.33,3.43,0,1.72,2.45,10.39,4.42,0.77,0,0.41,2.35,6.22,13.15,0.14,0.81,0.27,2.24,0.36,0.45,0.35,7.01,7.37,8.14,19.72,0,4.52,0.38,3.5,0.76,4.28,9.32,10.09,21.62,26.7,14,9,10.62,4.95,2.36,0.25,14.75,3.23,1.02,0,1.39,1.9,0,10.12,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,OBC,0,0,0,0,0,0,0,0,2499,1940,179,256,515,4184,629,2500,5589,2806,5990,13972,553,1951,330,362,2707,0,1159,697,577,382,4397,,986,934,3061,3919,2971,527,192,469,293,174,227,4000,4125,4456,2159,,1300,2708,11748,4747,3125,2952,845,301,102,350,768,778,1441,1161,22,5,301,38,0,22,57,13,99,76,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,%,0,0,0,0,0,0,0,0,13.1,10.73,1.44,3.38,3.28,31.37,40.61,40.65,32.12,28.3,31.91,68.56,4.66,24.36,3.06,3.1,19.24,0,7.29,5.05,28.01,13.08,27.48,0,9.13,14.15,19.26,33.6,14.15,5.55,12.87,3.45,2.94,1.76,2.64,19.36,40.66,21.28,18.36,0,7.85,31.35,53.03,41.81,20.23,17.83,12.61,5.51,9.26,8.04,10.29,12.83,17.34,10.92,5.6,2.73,11.19,6.48,0,6.09,9.05,4.96,13.73,14.13,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,SC,0,0,0,0,0,0,0,0,1463,1795,324,156,269,750,104,550,1538,1361,3160,4160,351,948,56,99,641,0,251,129,62,120,1182,,194,254,376,1215,359,62,19,32,15,13,49,2112,483,2245,523,,223,358,1879,939,935,1388,1559,1307,135,502,2070,874,1131,1051,51,86,844,205,26,31,68,31,172,216,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,%,0,0,0,0,0,0,0,0,7.67,9.93,2.61,2.06,1.71,5.62,6.71,8.94,8.84,13.73,16.84,20.41,2.96,11.84,0.52,0.85,4.56,0,1.58,0.94,3.01,4.11,7.39,0,1.8,3.85,2.37,10.42,1.71,0.65,1.27,0.24,0.15,0.13,0.57,10.22,4.76,10.72,4.45,0,1.35,4.14,8.48,8.27,6.05,8.38,23.26,23.91,12.26,11.54,27.73,14.42,13.61,9.89,12.98,46.99,31.36,34.98,26,8.59,10.79,11.83,23.86,40.15,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,ST,0,0,0,0,0,0,0,0,9759,12946,11485,7103,14417,4465,271,1109,8223,3920,4916,675,892,1183,7396,11168,10239,0,13300,11184,930,2200,9736,,9449,5061,10786,3573,14943,8701,1276,11892,9484,9081,8203,7409,2064,8899,4404,,14210,5392,7097,5171,10534,8111,3615,2635,570,2885,3953,3766,5326,8166,319,65,1457,337,74,303,493,218,377,235,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,%,0,0,0,0,0,0,0,0,51.17,71.59,92.62,93.92,91.91,33.47,17.5,18.03,47.26,39.53,26.19,3.31,7.51,14.77,68.6,95.68,72.77,0,83.65,81.11,45.15,75.34,60.85,0,87.49,76.68,67.87,30.64,71.16,91.59,85.52,87.47,95.19,92.05,95.55,35.86,20.34,42.5,37.46,0,85.78,62.42,32.04,45.54,68.19,49,53.94,48.21,51.77,66.31,52.95,62.12,64.1,76.83,81.17,35.52,54.14,57.51,74,83.93,78.25,83.21,52.29,43.68,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Others,0,0,0,0,0,0,0,0,1927,919,6,25,320,1243,138,740,1125,847,0,651,10081,667,2991,4,0,0,917,1440,277,89,562,,127,196,678,1422,2698,131,1,897,135,553,76,5694,2726,3635,2353,,84,147,654,412,194,2560,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,%,0,0,0,0,0,0,0,0,10.1,5.08,0.05,0.33,2.04,9.32,8.91,12.03,6.47,8.54,0,3.19,84.88,8.33,27.74,0.03,0,0,5.77,10.44,13.45,3.05,3.51,0,1.18,2.97,4.27,12.19,12.85,1.38,0.07,6.6,1.36,5.61,0.89,27.56,26.87,17.36,20.01,0,0.51,1.7,2.95,3.63,1.26,15.46,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Summary of Money Contribution to Local Economy,# Assemblers,22,0,0,0,15,8,20,14,14,12,12,6,11,0,17,0,11,8,7,8,15,0,6,10,4,0,9,10,10,9,15,20,12,7,19,10,16,16,,14,25,7,0,12,,27,12,,15,0,26,1,0,13,0,17,12,,,12,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Summary of Money Contribution to Local Economy,Persondays Emp. Generated,5148,0,0,0,1575,864,5040,3346,2478,2868,660,282,561,0,1173,0,2277,0,1778,632,3585,0,276,380,184,0,2349,2800,830,756,2730,4100,2664,1260,4351,1200,2528,3440,0,728,3275,252,0,2244,0,7209,1404,0,735,0,7410,0,0,1521,0,2448,1200,0,0,2748,0,0,0,0,952,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Summary of Money Contribution to Local Economy,Income generated ,143730,125070,123930,15000,105250,105010,250280,284890,190710,180840,124000,75630,156860,133390,15490,61500,174000,99160,187700,203790,118770,80090,107810,116720,140700,3120,159000,137890,20600,29200,160000,187000,108000,66000,158920,116620,210000,95000,14920,135950,99630,98650,85850,206630,101450,209400,117570,40350,165650,86380,221530,113550,154490,165540,67020,54660,11010,43510,74660,60620,83090,106290,3930,1830,26910,5860,1000,3610,6300,2620,7210,5380,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Summary of Money Contribution to Local Economy,# Distributors,20,11,12,0,7,8,19,14,16,9,12,4,6,5,16,2,10,8,7,7,8,15,10,6,6,0,10,17,10,8,11,12,10,7,20,9,14,13,4,8,18,8,9,7,4,22,4,0,16,7,11,11,11,13,,6,9,,,10,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Summary of Money Contribution to Local Economy,Persondays Emp. Generated,5900,2882,2352,0,2058,1256,4712,3794,1936,1656,1188,216,768,400,256,100,370,392,553,770,672,930,1690,804,654,0,1680,2397,260,176,473,1152,640,672,2340,549,1050,962,56,800,2196,792,1377,903,348,2618,204,0,608,490,1353,1298,1144,1287,0,462,126,0,0,710,0,0,0,0,1188,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Summary of Money Contribution to Local Economy,Income generated ,215595,187605,185895,22500,157875,157515,375420,427335,286065,271260,186000,113445,235290,200085,23235,92250,261000,148740,281550,305685,178155,120135,161715,175080,211050,4680,238500,206835,30900,43800,240000,280500,162000,99000,238380,174930,315000,142500,22380,203925,149445,147975,128775,309945,152175,314100,176355,60525,248475,129570,332295,170325,231735,248310,100530,81990,16515,65265,111990,90930,124635,159435,5895,2745,40365,8790,1500,5415,9450,3930,10815,8070,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Summary of Money Contribution to Local Economy,# SRCM,5,4,6,0,5,3,9,10,7,6,4,3,5,5,1,2,6,4,7,7,4,3,4,4,5,0,6,5,1,1,6,7,4,3,6,4,7,3,0,4,4,3,4,8,3,7,4,2,6,3,7,4,6,6,3,2,1,2,3,2,3,3,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Summary of Money Contribution to Local Economy,Persondays Emp. Generated,2190,1350,1710,0,1890,660,2970,3540,2490,"2,040",1500,750,1740,1680,330,540,2640,1200,1980,2490,1590,1050,3840,3600,3510,0,2280,2010,390,390,2280,2820,1740,1260,2340,1530,2730,1110,0,1410,1260,1170,1380,3300,1350,2880,1560,540,2100,1230,2910,1680,2580,2430,1080,690,390,690,1020,720,1110,1110,0,,360,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Summary of Money Contribution to Local Economy,Income generated ,196750,120550,152750,0,170050,60500,269850,322500,227800,188150,137500,76200,152400,153200,33000,52250,239600,109550,169700,220700,138250,93500,352000,330000,318950,0,204200,182250,32160,32160,205000,254900,158700,113100,207750,135100,235250,99750,0,145700,135100,"100,950",130400,305550,124500,262350,141000,48700,188900,110750,262350,151600,230550,217950,97000,62050,35350,62050,92300,64800,100150,97400,0,,29850,,,,,,18850,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Summary of Money Contribution to Local Economy,# IP,2,0,0,0,2,2,3,3,2,3,2,2,4,0,2,0,2,2,2,2,2,0,2,0,2,0,2,2,2,2,2,2,2,1,2,2,2,2,0,2,1,0,0,2,0,2,1,0,3,0,8,0,0,0,,2,0,,,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Summary of Money Contribution to Local Economy,Persondays Emp. Generated,1351,0,0,0,1140,960,1485,1536,1285,666,490,725,985,0,410,0,780,545,795,840,810,0,925,0,685,0,1160,1195,812,812,910,980,875,445,968,980,890,875,0,690,385,0,0,1135,0,1357,685,0,686,0,2880,0,0,0,,820,0,,,980,,,,,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Summary of Money Contribution to Local Economy,Income generated ,"651,257","617,363","578,437","88,500","450,925","559,059","1,206,802",1358351,"897,389","878,806","594,100",370017,"773,074","633,801","58,391","310,600","787,000","475,494","937,730","981,661","562,493","379,031","284,079","358,648","511,180","18,408","733,900","631,301","89,380","140,120","739,000","848,400","478,500","276,300","729,878","552,958","1,003,750","460,750","88,028","656,405","452,717","481,085","376,115","913,567","474,055","973,110","552,663","189,365","788,435","398,892","1,044,677","518,345","680,941","758,736","298,418","260,444","29,609","194,659","348,194","292,858","390,081","529,711","23,187","10,797","128,919","34,574","5,900","21,299","37,170","15,458","23,689","31,742",,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Summary of Money Contribution to Local Economy,Total Employment #,49,15,18,0,29,21,51,41,39,30,30,15,26,10,36,4,29,22,23,24,29,18,22,20,17,0,27,34,23,20,34,41,28,18,47,25,39,34,4,28,48,18,13,29,7,58,21,2,40,10,52,16,17,32,3,27,22,2,3,27,3,3,0,0,32,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Summary of Money Contribution to Local Economy,Total Person days,14589,4232,4062,0,6663,3740,14207,12216,8189,"7,230",3838,1973,4054,2080,2169,640,6067,2137,5106,4732,5518,1035,6731,4784,5033,0,7469,8402,2292,2134,6393,9052,5919,3637,9999,4259,7198,6387,56,3628,7116,2214,2757,7582,1698,14064,3853,540,4129,2920,14553,2978,3724,5238,1080,4420,1716,690,1020,5158,1110,1110,0,0,3560,0,0,0,0,0,210,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Summary of Money Contribution to Local Economy,Total Income Generated,1207332,1050588,1041012,126000,884100,882084,2102352,2393076,1601964,1519056,1041600,635292,1317624,1120476,130116,516600,1461600,832944,1576680,1711836,997668,672756,905604,980448,1181880,26208,1335600,1158276,173040,245280,1344000,1570800,907200,554400,1334928,979608,1764000,798000,125328,1141980,836892,828660,721140,1735692,852180,1758960,987588,338940,1391460,725592,1860852,953820,1297716,1390536,562968,459144,92484,365484,627144,509208,697956,892836,33012,15372,226044,49224,8400,30324,52920,22008,60564,45192,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Assembler 1,Name,Mr. Naha Davram Bhondva,,,,Mr. Prakash Daklu Vangad,Mr. Ganesh Suresh Kolekaar,Mr. Machindra Badasha Bhagwat,Mrs. Anita Ramesh Bhangare,,,,,,,,,,,,,,,Mr. Sanjay Jamre,Mr. Mahesh Jamre,Mr. Deepak Malviya,,,Mrs. Anit Bai Sole,,Mr. Abhisek Verma,Mr. Krishna Kant Yadhav,Miss. Sapna,Mr. Gulab Uikey,Mr. Ajay Jat,Mr. Naharsingh Mohare,Mr. Munsingh Dabi,Mr. Shobharam Parmar,Mr. Narayan Jamod,,Mr. Mohansingh Damor,Mr. Tawar Singh Bhuriya,Mr. Dinesh Meda,Mr. Prakash Gehlot,,,,,,Mr. Khemchand Vasuniya,,Mrs. Mradula,Mr. Rupesh Sakre,,Mr. Yashwant Chapre,,NUPENDRA NAG,,,,,,,,,Rashmiranjan Das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Assembler 1,Gender,Male,,,,Male,Male,Male,Female,,,,,,,,,,,,,,,Male,Male,Male,,,Female,,Male,Male,Female,Male,Male,Male,Male,Male,Male,,Male,Male,Male,Male,,,,,,Male,,Female,Male,,Male,,Male,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Assembler 1,Age,25,,,,38,22,23,22,,,,,,,,,,,,,,,NA,NA,NA,,,32,,21,NA,NA,NA,22,25,25,32,NA,,NA,NA,NA,NA,,,,,,42,,32,25,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Assembler 1,Qualification,9th,,,,12th,H.S.C.,12th,NA,,,,,,,,,,,,,,,NA,NA,NA,,,5th,,BA,NA,NA,NA,BA,12th,10th,10th,NA,,NA,NA,NA,NA,,,,,,12th,,MSW,BSC,,MSW,,10,,,,,,,,,Diploma+2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Assembler 2,Name,Mrs. Ranjna Sajan Bhoye,,,,Mr. Suresh Daklu ,Mr. Amol Sitaram Gaikar,Mr. Nitin Balasaheb Walunj ,Mrs. Fasabai Sahebrao Kondhar ,,,,,,,,,,,,,,,Mr. Amit Jamre,Mr. Ramu Jamre,Mr. Dinesh Chouhan,,,Mrs. Saku Bai Bhaskare,,Mr. Deeraj Saini,Mr. Samrat Sing Maravi,Miss. Anjali,Mr. Pawan,Mr. Mukesh Mandloi,Mr. Karan Girwar,Mr. Malsingh Bhabar,Mr. Paras Phoolware,Mr. Rakesh Alawa,,Mr. Mukesh Khaped,Mr. Vijay Upadhyay,Mr. Sahu Muniya,Mr. Raju Damor,,,,,,Mr. Jitendra Solanki,,Mrs. Yogita Dhyote,,,Mr. Deepak Rathore,,PADMAN JANI,,,,,,,,,S.Devika Rani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Assembler 2,Gender,Female,,,,Male,9th,Male,Female,,,,,,,,,,,,,,,Male,Male,Male,,,Female,,Male ,Male,Male,Male,Male,Male,Male,Male,Male,,Male,Male,Male,Male,,,,,,Male,,Female,,,Male,,Male,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Assembler 2,Age,26,,,,36,20,21,29,,,,,,,,,,,,,,,NA,NA,NA,,,46,,22,NA,NA,NA,23,24,24,33,NA,,NA,NA,NA,NA,,,,,,39,,34,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Assembler 2,Qualification,5,,,,5th,9th,BA,NA,,,,,,,,,,,,,,,NA,NA,NA,,,NA,,BA,NA,NA,NA,10th,BSC,10th,10th,NA,,NA,NA,NA,NA,,,,,,12th,,BSC,,,10th,,9,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Assembler 3,Name,Mrs. Madhuri Ramchandra Bhoye,,,,Mr. Ganpat Ganesh Vangad,Mr. Praladh Naikya Kolekar,Mr. Bhausaheb Badasha Bhagwat,Mr. Kashinath Sakharam Umbare,,,,,,,,,,,,,,,Mr. Dinesh Chouhan,Mr. Deepak Birla,Mr. Ramnaresh  Patel ,,,Mrs. Tulsa Bai Dagode,,Mr. JAyendra Singh,Mr. Budhram Atarchua,Mrs. Anjulata,Mr. Dan Singh,Mr. Gorishankar Choudhari,Mr. Mithun Maldiv,Mr. Bahadur Dawar,Mr. Laxman,Mr. Ajay Sen ,,Mr. Rajesh Dindore,Mr. Raisingh Hatila,Mr. Narendra Muniya,Mr. Prem Sunar,,,,,,Mr. Dashrath Patidar,,Miss. Rashmi Kawade,,,Mr. Satish Ukale,,HARISH CHANDRA PUJARI,,,,,,,,,Santosh Kumar Gouda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Assembler 3,Gender,Female,,,,Male,Male,Male,Male,,,,,,,,,,,,,,,Male,Male,Male,,,Female,,Male,Male,Female,Male,Male,Male,Male,Male,Male,,Male,Male,Male,Male,,,,,,Male,,Female,,,Male,,Male,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Assembler 3,Age,25,,,,20,23,20,40,,,,,,,,,,,,,,,NA,NA,NA,,,48,,NA,NA,NA,Na,24,26,26,23,NA,,NA,NA,NA,NA,,,,,,36,,21,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Assembler 3,Qualification,NA,,,,12th,7th,12th,NA,,,,,,,,,,,,,,,NA,NA,NA,,,NA,,NA,NA,NA,NA,12th,BA,10th,BA,NA,,NA,NA,NA,NA,,,,,,BA,,BSC,,,BA,,10,,,,,,,,,Diploma+2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Assembler 4,Name,Mrs. Mina Ananta Gavnda,,,,Mr. Balkrushna Parshuram Pardhi,Mr.Ananta Datta Pawar,Mr. Pankaj Namdev Walunj ,Mr. Ganesh Sanjay Hille,,,,,,,,,,,,,,,Mr. Deepak Malviya,Mr. Deepak Malviya ,Mrs. Rakhi Mayriya,,,Mrs. Nima Bai Pendare,,Mr. Kannulal,Mr. Sharad Tiwari,Miss. Kavita,Mr. Rituraj,Mr. Ramdev Patel,Mr. Bilman Dawar,Mr. Rajaram Bhabhar,Mr. Rahul,Mr. Laxman Kannoj,,Mr. Anul Gundiya,Mr. Pappu Thandar,Mr. Okar Ganawa,Mr. Veersingh Bhabor,,,,,,Mr. Nandkishore  Patidar,,Miss. Nitu Maski,,,Mr. Mukesh Gujare,,KRISHNA HARIJAN,,,,,,,,,Deepak Kumar Behera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Assembler 4,Gender,Female,,,,Male,Male,Male,Male,,,,,,,,,,,,,,,Male,Male,Female,,,Female,,Male,Male,Female,Male,Male,Male,Male,Male,Male,,Male,Male,Male,Male,,,,,,Male,,Female,,,Male,,Male,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Assembler 4,Age,32,,,,22,26,24,20,,,,,,,,,,,,,,,NA,NA,NA,,,32,,NA,NA,NA,NA,28,23,19,24,NA,,NA,NA,NA,NA,,,,,,35,,22,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Assembler 4,Qualification,9th,,,,F.Y.B.A.,9th,BA,NA,,,,,,,,,,,,,,,NA,NA,NA,,,8th,,NA,NA,NA,NA,12th,12th,10th,12th,NA,,NA,NA,NA,NA,,,,,,BA,,BSC,,,BA,,10,,,,,,,,,Diploma+2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution to local Economy : Employment & Income Generated,Assembler 5,Name,Mrs. Darshna Daue Palvi,,,,Mr. Sanjay Sitaram Baref,Mr. Ladkya Natha Lahamge,Mr. Umesh Fatangade,Mr. Nivrutti Namdev Walekar,,,,,,,,,,,,,,,Mr. Mahesh Prajapati,Mr. Ramdas Jamre,,,,Mr. Mehtab Narve,,Mr. Manoj Suchar,Mr. Dhirendra Patel,Miss. Shrdha,Mr. Premsingh,Mr. Sunil Patel,Mr. Haresingh Malivad,Mr. Ravindra Chouhan,Mr. Premsingh Dawar,Mr. Nibhay Chouhan,,Mr. Dhumsing Bhuriya,Mr. Veer Sing Thandar,Mr. Ramesh Meda,Mr. Ramesh Bamaniya,,,,,,Mr. Shravan Patidar,,Mr. Rajesh Karole,,,Mr. Praladh Gwalvashi,,GOPASUNDAR PAIK,,,,,,,,,Satyajeet Mohanty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
